step,value
24001,0.01187801547
24002,0.0200250335
24003,0.0168870613
24004,0.03316545114
24005,0.01452406775
24006,0.02394097112
24007,0.0157286264
24008,0.02855050191
24009,0.03368368
24010,0.01469002478
24011,0.03666246682
24012,0.02957089059
24013,0.03623975068
24014,0.02180935442
24015,0.02921922505
24016,0.0283153411
24017,0.0369599387
24018,0.03816613182
24019,0.04171311855
24020,0.0368707478
24021,0.03148365021
24022,0.01013327017
24023,0.04633045197
24024,0.02763834968
24025,0.04423021525
24026,0.03332033008
24027,0.04493144155
24028,0.05168996751
24029,0.06189445406
24030,0.04136210307
24031,0.04863229394
24032,0.01712154597
24033,0.0464929007
24034,0.03754749149
24035,0.05406371877
24036,0.05471713468
24037,0.03726562485
24038,0.04629403353
24039,0.05061646923
24040,0.06495434046
24041,0.008818525821
24042,0.06672109663
24043,0.02969196998
24044,0.04657299072
24045,0.08861802518
24046,0.05925324559
24047,0.0463731885
24048,0.04626130685
24049,0.03382232785
24050,0.05734493583
24051,0.02521628514
24052,0.04656473547
24053,0.0349996388
24054,0.03049144894
24055,0.01096346974
24056,0.05267481133
24057,0.02394220792
24058,0.01263707411
24059,0.01622408628
24060,0.02836782113
24061,0.02210329473
24062,0.04419087619
24063,0.03503670543
24064,0.04227062315
24065,0.009163615294
24066,0.05323275924
24067,0.02968040667
24068,0.05928208679
24069,0.04445447028
24070,0.04034950212
24071,0.05893885717
24072,0.02444495074
24073,0.01954422891
24074,0.01710162871
24075,0.0234432295
24076,0.06950031966
24077,0.03052312694
24078,0.02693353407
24079,0.05227439851
24080,0.0370676145
24081,0.03783400357
24082,0.05971784517
24083,0.02534450591
24084,0.04972996563
24085,0.0171306245
24086,0.06050441414
24087,0.02351005003
24088,0.05011229962
24089,0.0437582694
24090,0.03137347102
24091,0.03171047941
24092,0.006397318095
24093,0.05510301515
24094,0.04666686058
24095,0.0477514267
24096,0.02402573451
24097,0.06472256035
24098,0.06220379472
24099,0.01441912632
24100,0.07102551311
24101,0.02581501752
24102,0.05154884979
24103,0.02722681873
24104,0.04396677017
24105,0.07435129583
24106,0.0325235799
24107,0.03043255769
24108,0.0463520959
24109,0.03678102791
24110,0.05119685829
24111,0.06759189069
24112,0.07130802423
24113,0.05486916751
24114,0.02767646685
24115,0.04541478679
24116,0.07449884713
24117,0.05266981944
24118,0.0481223464
24119,0.04389286041
24120,0.04398780316
24121,0.07871447504
24122,0.04208652303
24123,0.04438056797
24124,0.07409016788
24125,0.05511660501
24126,0.03816133738
24127,0.02629177272
24128,0.04163900763
24129,0.04014346749
24130,0.04940801859
24131,0.06039742753
24132,0.06141449511
24133,0.05092909932
24134,0.03768504411
24135,0.03189677745
24136,0.04988804087
24137,0.07220618427
24138,0.04340641201
24139,0.03188043833
24140,0.01324147638
24141,0.02228526399
24142,0.05250058323
24143,0.03067817353
24144,0.03114671074
24145,0.03602606803
24146,0.03255886957
24147,0.04087687284
24148,0.06273989379
24149,0.02308810875
24150,0.03286317736
24151,0.05561608821
24152,0.02163754404
24153,0.07717079669
24154,0.01026309282
24155,0.03660958633
24156,0.0286933966
24157,0.02686584741
24158,0.03913355991
24159,0.0401564911
24160,0.05047443137
24161,0.05087753385
24162,0.02671391331
24163,0.03408829868
24164,0.042783048
24165,0.03802426159
24166,0.02770235203
24167,0.05787489936
24168,0.06214075908
24169,0.02206629328
24170,0.05133531615
24171,0.01922045834
24172,0.04612644017
24173,0.0519156754
24174,0.04676467925
24175,0.06941595674
24176,0.03513297066
24177,0.05453499779
24178,0.03906797618
24179,0.09155829996
24180,0.0496086441
24181,0.04533450305
24182,0.04796376824
24183,0.04221231863
24184,0.05705463886
24185,0.05835767835
24186,0.06882534921
24187,0.0694643259
24188,0.02798149735
24189,0.06834318489
24190,0.07708188891
24191,0.05840429664
24192,0.05664732307
24193,0.06586077809
24194,0.06719084084
24195,0.05104435608
24196,0.04608551785
24197,0.0665961951
24198,0.09904529899
24199,0.05216638371
24200,0.0504520461
24201,0.0336766243
24202,0.08212717623
24203,0.04922680557
24204,0.1069283113
24205,0.09856191278
24206,0.02148402855
24207,0.06162784249
24208,0.05496576056
24209,0.08614206314
24210,0.06742797792
24211,0.04241316766
24212,0.01707825623
24213,0.04899322987
24214,0.05673139542
24215,0.03007782623
24216,0.06955832243
24217,0.071789518
24218,0.04577292129
24219,0.08729378879
24220,0.06146196648
24221,0.0729194805
24222,0.06602220237
24223,0.02078667283
24224,0.04366456717
24225,0.07186237723
24226,0.04712215811
24227,0.04098685458
24228,0.05433001742
24229,0.02850465477
24230,0.06497603655
24231,0.06693698466
24232,0.01748594083
24233,0.01787412167
24234,0.0438378714
24235,0.04341074452
24236,0.06641449779
24237,0.02177789807
24238,0.05379527435
24239,0.06991046667
24240,0.05916067213
24241,0.0636177212
24242,0.05874609202
24243,0.05788391829
24244,0.07007357478
24245,0.09092406929
24246,0.04789349437
24247,0.01901907288
24248,0.06917998195
24249,0.01864434965
24250,0.05263292789
24251,0.06353974342
24252,0.06921704859
24253,0.05114526674
24254,0.06572720408
24255,0.08120959252
24256,0.04533237219
24257,0.05095387623
24258,0.01894412935
24259,0.09948790073
24260,0.0407891795
24261,0.03841903061
24262,0.08557443321
24263,0.06989218295
24264,0.03280940652
24265,0.05471988767
24266,0.06121657044
24267,0.04522254318
24268,0.07670625299
24269,0.08183439076
24270,0.08310759068
24271,0.04931300879
24272,0.06156496331
24273,0.01359949261
24274,0.02222917229
24275,0.02951303683
24276,0.05036084354
24277,0.05419854075
24278,0.07768340409
24279,0.06438554823
24280,0.03862970695
24281,0.0581410937
24282,0.06078740209
24283,0.007173873018
24284,0.04064596072
24285,0.030073395
24286,0.06899777055
24287,0.08651646227
24288,0.05048851296
24289,0.05617463589
24290,0.02564137429
24291,0.02030690573
24292,0.05135896057
24293,0.05314936489
24294,0.07387444377
24295,0.0683658421
24296,0.04349261522
24297,0.04761324078
24298,0.04711014777
24299,0.02209130675
24300,0.04872588441
24301,0.01188891754
24302,0.05152823031
24303,0.08640980721
24304,0.03118050843
24305,0.04572098702
24306,0.03441293538
24307,0.07076442242
24308,0.05869689584
24309,0.07944175601
24310,0.07999184728
24311,0.04472655058
24312,0.06813459843
24313,0.06361322105
24314,0.0649023056
24315,0.08057039976
24316,0.02698951215
24317,0.05158331618
24318,0.02397883497
24319,0.0414730534
24320,0.07991550118
24321,0.03283472359
24322,0.06950034201
24323,0.07255662978
24324,0.09793131053
24325,0.04505608231
24326,0.04109171778
24327,0.05224552006
24328,0.08770694584
24329,0.05969276279
24330,0.05630081519
24331,0.006259835325
24332,0.05799935386
24333,0.05724017322
24334,0.06498033553
24335,0.06202188134
24336,0.09808401763
24337,0.05673167109
24338,0.02834290266
24339,0.03821825609
24340,0.03064647317
24341,0.05281006545
24342,0.04338286072
24343,0.05076890439
24344,0.04072848707
24345,0.06091947854
24346,0.05072201416
24347,0.0741494745
24348,0.06417070329
24349,0.02072506398
24350,0.06269793957
24351,0.0628560707
24352,0.02823523805
24353,0.0347869955
24354,0.0675695464
24355,0.09334982932
24356,0.05705038458
24357,0.09079895914
24358,0.0394609943
24359,0.05370336026
24360,0.08800572157
24361,0.06920455396
24362,0.03080597892
24363,0.02359743044
24364,0.05234494433
